1,3,"Foundational Skills"
1,3,"Know sounds for two letters that represent one sound"
1,3,"Read regularly spelled one-syllable words (words that follow general spelling rules)"
1,3,"Know that a final e teams up with a common vowel to make long vowel sounds"
1,3,"Identify number and separation of syllables"
1,3,"Break words into syllables to help with reading"
1,3,"Read words with inflectional endings"
1,3,"Recognize and read many grade-appropriate words with regular and irregular spellings"
1,3,"Create new words with two- or three-letter initial sounds"
1,3,"Use phonics and word analysis skills to read unknown words"
1,4,"Writing and Representing"
1,4,"Write short pieces that present an opinion, supply reasons, and give a conclusion"
1,4,"Write short informative or explanatory pieces that name a topic, give relevant facts, and include a conclusion"
1,4,"Write stories (true or fictitious) that include details, put events in order, and provide a conclusion"
1,4,"With adult guidance, make improvements and needed changes to written work"
1,4,"With adult help, use tools, including digital tools, to produce and publish writing"
1,4,"Take part in shared research and writing projects, gathering information for a specific purpose"
1,4,"Create written and visual works to summarize and share information gained during research"
1,5,"Reading Literature and Informational Text"
1,5,"Know and use various text features (table of contents, index, glossary, headings)"
1,5,"Explain major differences between texts that tell stories and those that give information"
1,5,"Retell stories, relating central ideas and key details"
1,5,"Describe main ideas, arguments, or points in informational text"
1,5,"Ask and answer questions about key details in a story or other text"
1,5,"Describe characters, settings, and events in a story"
1,5,"Describe connections between ideas, events, information, or people in a text"
1,5,"Connect information to past knowledge about the topic"
1,5,"Make predictions about what will happen next in a story"
1,5,"Identify who is telling a story at various points in the story"
1,5,"Ask and answer questions to learn or clarify meaning of words and phrases used in the text"
1,5,"Identify words and phrases in stories or poems that appeal to senses"
1,5,"Describe how illustrations connect to a story or informational text"
1,5,"Identify author’s purpose and discuss ways the text accomplishes the purpose"
1,5,"Compare and contrast adventures, experiences, settings, characters, within a story or in different stories"
1,5,"Identify similarities and differences between two texts on the same topic"
1,5,"Use texts to find information and answer questions following a step-by-step inquiry process"
1,5,"Take part in shared research and writing projects, gathering information for a specific purpose"
1,5,"Demonstrate the ability to discuss, clarify, summarize, and evaluate information gained during research"
1,5,"Read grade-level texts with accuracy, fluency, and sufficient understanding"
1,6,"Vocabulary"
1,6,"Determine or clarify meanings of unknown words and phrases and multiple-meaning words from grade-level content"
1,6,"Use clues within the sentence to decide the meaning of a word or phrase"
1,6,"Use knowledge of prefixes, suffixes, and roots to decode words"
1,6,"Create new words from base words"
1,6,"With help, show understanding of figurative language"
1,6,"Sort words into categories"
1,6,"Identify real-life connections between words and their use"
1,6,"Distinguish shades of meaning among words with similar meanings"
1,6,"Choose the right word for a particular context"
1,6,"Use words and phrases gained through reading, conversing, listening,"
1,6,"Show understanding of features of sentences and paragraphs"
1,6,"Identify, understand, and use compound words"
1,7,"Speaking and Listening
"
1,7,"Express ideas and feelings clearly"
1,7,"Speak in complete sentences when appropriate"
1,7,"Participate in conversations with diverse partners and groups"
1,7,"Follow agreed-upon rules for discussions"
1,7,"Listen to others with focus and care"
1,7,"Build on others’ ideas in conversation; respond to comments"
1,7,"Describe people, places, things, and events with relevant details"
1,7,"Give and follow simple two-step directions"
1,7,"Ask questions during reading and instruction for clarification and to gain more information"
1,7,"Ask and answer questions to clarify oral presentations to which the student is listening"
1,7,"Add drawings or other visual approaches to speaking to clarify ideas, feelings, and thoughts"
1,8,"English Language Skills"
1,8,"Write all upper and lowercase letters"
1,8,"Use and identify common, proper, and possessive nouns"
1,8,"Use correct singular and plural nouns to match verbs"
1,8,"Use pronouns correctly (I, me, you, my, they, them, there, anyone)"
1,8,"Use verbs to communicate past, present, and future"
1,8,"Correctly use frequently occurring adjectives and adverbs"
1,8,"Correctly use frequently occurring prepositions"
1,8,"Produce simple and compound declarative, interrogative, imperative, and exclamatory sentences"
1,8,"Write complete simple sentences"
1,8,"Capitalize names and dates"
1,8,"Use correct end punctuation for sentences"
1,8,"Use commas in dates and series"
1,8,"Use correct spelling for grade-level words"
1,8,"Spell new words phonetically"
1,9,"Number and Operations"
1,9,"Count beyond 100"
1,9,"Start with any number less than 120 and count forward"
1,9,"Write a numeral to name numbers to 1,000"
1,9,"Understand place value to 99"
1,9,"Use properties of addition and subtraction (commutative, associative, identity, inverse operations)"
1,9,"Use place value and properties to add and subtract within 100"
1,9,"Skip count by twos, fives, and tens"
1,9,"Mentally add or subtract 10 from any two-digit number"
1,9,"Add and subtract multiples of 10"
1,10,"Mathematical Operations and Algebraic Thinking"
1,10,"Show or write problems involving addition and subtraction"
1,10,"Solve problems (including word problems) involving addition and subtraction"
1,10,"Add and subtract within 20"
1,10,"Create and work with addition and subtraction equations"
1,10,"Find missing numbers in equations"
1,11,"Geometry and Spatial Relationships

"
1,11,"Compare and describe attributes of shapes"
1,11,"Distinguish between different attributes of shapes"
1,11,"Build and draw shapes with specific attributes (such as three sides)"
1,11,"Draw or create and name two-dimensional shapes (rectangles, squares, circles, triangles, and half circles)"
1,11,"Draw or create and name three-dimensional shapes (cubes, cones, and rectangular prisms)"
1,11,"Compose two-dimensional shapes from other shapes"
1,11,"Divide circles and rectangles into two and four equal shares, using the words half and quarter"
1,12,"Measurement and Data
		"
1,12,"Measure and express length by repeated same-length units"
1,12,"Put three or more objects in order by length"
1,12,"Tell and write time in hours and half hours"
1,12,"Organize, represent, and interpret data with up to three categories on tables and simple graphs"
1,12,"Compare number of points or items in different categories"
1,13,"Earth and Space Science"
1,13,"Observe, describe, and predict patterns of motion of the sun, moon, and stars"
1,13,"Describe the 24-hour day-night cycle"
1,13,"Observe, describe, and predict seasonal patterns of sunrise and sunset"
1,14,"Life Science"
1,14,"Identify different external animal parts and their functions"
1,14,"Identify different plant parts and the ways they help the plants"
1,14,"Describe the concept of offspring of plants and animals"
1,14,"Discuss animal features and traits that help growth and survival"
1,14,"Understand the idea that animals and plants inherit traits from their parents"
1,14,"Understand that traits vary; identify examples of varying traits"
1,15,"Physical Science
		"
1,15,"Identify states of matter (solids, liquids, and gasses)"
1,15,"Identify properties of objects (size, texture, shape, color, floatability, solubility, etc.)"
1,15,"Predict and identify changes in materials caused by heating and cooling"
1,15,"Observe ways that substances mix with a liquid; define mixture"
1,15,"Observe and describe objects that float or sink"
1,15,"Understand that sound can make matter vibrate and vibrating matter can make sound"
1,15,"Identify and discuss different forms of energy, such as light, heat, and sound"
1,15,"Recognize that objects can be seen when light illuminates them"
1,15,"Explore materials that allow light to pass through them, others that allow some light through, and others that block all light"
1,15,"Explore the ways that mirrors reflect light beams and images"
1,15,"Name some devices that people use to communicate over long distances"
1,16,"Economics"
1,16,"Describe ways families meet basic human needs"
1,16,"Describe similarities and differences in the ways different families meet basic human needs"
1,16,"Identify examples of goods and services"
1,16,"Understand that people make and use goods and services"
1,16,"Identify ways that people exchange goods and services"
1,16,"Distinguish between wants and needs"
1,16,"Give examples of people wanting more than they can have"
1,16,"Explain sources of income and why people work"
1,16,"Discuss the idea of scarcity of goods, time, or money and the choices this requires"
1,16,"Give examples of ways physical geography affects how people earn money"
1,16,"Discuss the value and limitation of natural resources"
1,16,"Identify roles and responsibilities of authority figures in the home, school, and community"
1,16,"Describe some roles of public officials in the community, state (or province or territory), and nation"
1,16,"Discuss the concept of saving"
1,16,"Describe how technology affects communication, transportation, and the way people work"
1,17,"History"
1,17,"Understand origins of holidays, customs, and celebrations of community, state (or province or territory), and nation"
1,17,"Distinguish among past, present, and future"
1,17,"Identify contributions of key historical figures in community, state (or province or territory), and nation"
1,17,"Describe and present some stories from own family history"
1,17,"Create and analyze calendars and simple timelines"
1,17,"Describe events in terms of calendar time"
1,17,"Compare lives of people in communities past and present"
1,17,"Compare past and present technologies"
1,17,"Use terms related to sequential order of events"
1,17,"Find examples of historical fact and fiction in folktale and legends"
1,17,"Put some recent events in chronological order"
1,17,"Ask and answer historical questions about events in own life or community"
1,18,"Family, Community, and Culture"
1,18,"Discuss the importance of families and communities"
1,18,"Know that families pass on knowledge, language, values, customs, and traditions"
1,18,"Identify some customs, beliefs or values, and traditions"
1,18,"Understand the importance of respect and honor within families and communities"
1,18,"Identify some ways language, customs, values, and traditions vary in different families and communities"
1,18,"Recognize ways families celebrate important events in different ways"
1,18,"Describe how technology changes the way families live"
1,18,"Discuss, give examples of, and appreciate cultural diversity"
1,19,"Geography"
1,19,"Describe some ways that people interact with their environments"
1,19,"Identify important locations in the community"
1,19,"Locate places using the four cardinal directions (north, south, east, west)"
1,19,"Locate self, objects, and places relative to other locations"
1,19,"Describe physical characteristics of places (landforms, bodies of water, natural resources, etc.)"
1,19,"Discuss ways that human characteristics of a place (shelter, clothing, food, activities, etc.) are connected to geographic location"
1,19,"Identify examples of and uses for natural resources in the community and state"
1,19,"Create and use simple maps of house, classroom, school, and community"
1,19,"Locate community, state (or province or territory), and country on a map or globe"
1,19,"Identify important local, state (or provincial or territorial), or national natural and human-made features"
1,20,"Citizenship"
1,20,"Explain the purpose for rules and laws in the home, school, community"
1,20,"Identify rules and laws that establish order, provide safely, and manage conflict"
1,20,"Identify some of the civic values of own family, school, and country"
1,20,"Identify and practice behaviors of a good citizen in school, family, and community"
1,20,"Identify and explain state (or provincial or territorial) and national patriotic symbols, anthems, and mottos"
1,20,"Recite the Pledge of Allegiance (U.S.A.)"
1,20,"Identify some of the leaders in own community, state (or province or territory), and country"
1,20,"Identify some roles and responsibilities of authority figures"
1,20,"Explain and practice voting as a way of making choices and decisions"
1,20,"Participate in group decisions and problem solving"
1,21,"Technology Guide"
1,21,"Identify basic parts of technology systems (computer, tablet, mouse, keyboard, printer, etc.)"
1,21,"Identify and use devices for word processing and running software"
1,21,"Demonstrate beginning keyboard skills"
1,21,"Know how to open, close, save, and store files and programs"
1,21,"Demonstrate responsible care and use of digital equipment"
1,21,"Identify uses of technology in daily living"
1,21,"Use tools to access and retrieve information"
1,21,"Design original works using digital tools"
1,21,"Interact with peers, teacher, parents, or other students using digital tools"
1,21,"Use digital tools to publish individual or group creations"
1,21,"Increase awareness of other groups and cultures through technology use"
1,21,"Identify and define real-life problem or question to investigate"
1,21,"Follow a plan to locate, process, and use information digitally"
1,21,"Summarize and evaluate information gained digitally"
1,21,"Understand and practice safe, responsible use of technology"
1,21,"Practice a positive attitude toward using technology for learning"
1,21,"Show openness to learning new technologies"
2,22,"Arts Guide"
2,22,"Perform and create artistic movements and patterns"
2,22,"Read, write, and perform simple patterns of sounds and rhythms"
2,22,"Identify and represent musical sounds and ideas"
2,22,"Respond to sounds with body movements"
2,22,"Use voice to speak, chant, sing"
2,22,"Improvise music with instruments"
2,22,"Listen, describe, and respond to a variety of music"
2,22,"Music representing different cultures"
2,22,"Read and write patterns with musical notes"
2,22,"Identify some common musical instruments by sight and sound"
2,22,"Sing age-appropriate songs with accuracy from memory"
2,22,"Improvise dramatizations of stories or ideas"
2,22,"Take part in experiences in script writing, making props and sets, and acting"
2,22,"Identify and discuss some well-known works of dance, drama, music, and visual arts and some artists, actors, writers, musicians, choreographers, or composers"
2,22,"Observe patterns in nature and works of art"
2,22,"Create original works of art in various media and dimensions"
2,22,"Express observations, ideas, or feelings through music, drama, or visual art"
2,22,"Learn and use vocabulary of dance, music, drama, and visual arts"
2,22,"Demonstrate appropriate audience skills for live performances"
2,23,"Health and Safety Guide"
2,23,"Concept of health goals and health choices and their consequences"
2,23,"Influence of peers, media, family, and community on personal health choices"
2,23,"Good personal hygiene"
2,23,"Preventing the spread of disease"
2,23,"Importance of proper nutrition, daily physical activity, and adequate sleep"
2,23,"Participating regularly in active play and other physical activities (contingent on any physical or other limitations)"
2,23,"Safe behavior in daily activities (bicycling, near water, riding in car, walking, strangers, etc.)"
2,23,"Injury and poison prevention"
2,23,"Common illnesses and diseases and body defenses against germs"
2,23,"Basic structures and functions of the human body"
2,23,"Stages of human growth and development"
2,23,"Health services in own community"
2,23,"Responding to emergencies and unsafe situations"
2,23,"Fire, earthquake, and other disaster drills"
2,23,"Practicing refusal skills to resist pressure to take part in behavior that is dangerous or hurtful to self or others, including such behaviors as the use of harmful substances and bullying"
2,23,"Understand and show ways to interact safely with strangers"
2,23,"Identify safe behaviors when uncomfortable or unsafe around another person"
2,23,"Development of self-confidence and self-esteem"
2,23,"Respect and consideration for all individuals and individual differences"
2,23,"Appropriate expression and management of feelings"
2,23,"Positive social practices with peers, in home, and community"
2,23,"Bullying, including appropriate responses and alternate behaviors"
2,23,"Solving conflicts with peers"
2,24,"Reading Literature and Informational Text"
2,24,"Identify main topic, idea, or argument in grade-level text"
2,24,"Show understanding of key details in a text"
2,24,"Find evidence in the text to support the author’s message or reader’s responses"
2,24,"Retell stories including tales from diverse cultures"
2,24,"Describe main message, lesson, or moral from stories or other texts"
2,24,"Describe actions and responses of characters in a story"
2,24,"Determine meanings of words or phrases relevant to the topic"
2,24,"Describe effects and uses of words and phrases in passages"
2,24,"Describe overall structure of a passage and its effect on the message"
2,24,"Find connections between a series of events, ideas, concepts, or steps in a text"
2,24,"Identify differences in points of view of characters"
2,24,"Explain how visual images and graphics contribute to and clarify a text"
2,24,"Compare and contrast different versions of the same story or texts on the same topic"
2,24,"Use texts to find information and answer questions following a step-by-step inquiry process"
2,24,"Take part in shared research and writing projects, gathering information for a specific purpose"
2,24,"Demonstrate the ability to discuss, clarify, and summarize"
2,24,"By the end of the academic year, read and understand grade-level literary and informational text at grade level independently and with proficiency"
2,25,"English Language Skills"
2,25,"Use legible printing skills"
2,25,"Correctly use collective nouns, regular and irregular plural nouns, reflexive pronouns, adjectives, and adverbs"
2,25,"Produce complete simple and compound sentences"
2,25,"Capitalize names, including holidays, product names, and geographic names"
2,25,"Use end punctuation, commas, and apostrophes"
2,25,"Use simple, common spelling rules for age level"
2,25,"Use of beginning dictionaries and other reference materials"
2,25,"Correctly use the English language when speaking, reading, or writing"
2,25,"Know when to use formal and informal English"
2,26,"Foundational Skills"
2,26,"Apply grade-level phonics and word analysis skills in reading words"
2,26,"Decode irregularly spelled grade-level words"
2,26,"Read grade-level texts with purpose and understanding"
2,26,"Orally read grade-level texts with accuracy, expression, and appropriate rate"
2,26,"Confirm and self-correct words during oral reading"
2,27,"Writing"
2,27,"Write opinion, informative, or explanatory pieces that state a topic or purpose, supply relevant facts and reasons, and give a conclusion"
2,27,"Write stories that include details, put events in order, and provide a conclusion"
2,27,"Make improvements and needed changes to written work"
2,27,"Use tools, including digital tools, to produce and publish writing"
2,27,"Take part in shared research and writing projects"
2,27,"Gather information from various sources to answer a question"
2,27,"Create written and visual works to summarize and share information"
2,28,"Speaking and Listening
		"
2,28,"Express ideas and feelings clearly"
2,28,"Speak clearly and audibly in sensible sentences"
2,28,"Describe people, places, things, and events with relevant details"
2,28,"Add illustrations, graphics, or other visual components) to a speech to clarify ideas, feelings, and thoughts"
2,28,"Give and follow simple two-step directions"
2,28,"Participate in conversations with diverse partners and groups"
2,28,"Follow agreed-upon rules for discussions"
2,28,"Listen to and respond to others with focus and care"
2,28,"Ask and answer questions about key details in a text or in an oral presentation"
2,28,"Tell an experience with appropriate facts, relevant details"
2,28,"Create audio recordings of stories or poems"
2,29,"Algebraic Thinking"
2,29,"Represent (with equations, drawings, or objects) and solve 1- or 2-step addition and subtraction problems within 100"
2,29,"Mentally add and subtract within 20 fluently"
2,29,"Work with equal groups of objects to build foundations for multiplication"
2,29,"Use addition to find total number of objects arranged in rectangular arrays of rows and columns"
2,30,"Measurement and Data"
2,30,"Choose appropriate tools and units to measure lengths"
2,30,"Measure and estimate lengths using inches, feet, centimeters, and meters"
2,30,"Measure to compare lengths of objects"
2,30,"Solve addition and subtraction word problems involving same-unit lengths"
2,30,"Write an equation to represent a problem, using a symbol for the unknown number"
2,30,"Represent whole numbers as lengths on a number line"
2,30,"Represent sums and differences within 100 on a number line"
2,30,"Tell and write time (using a.m. and p.m.) to the nearest five minutes"
2,30,"Explain relationships between seconds, minutes, hours, and days"
2,30,"Understand the values and relationships among dollar bills and coins (or local denominations)"
2,30,"Solve word problems involving dollar bills and coins (or local denominations)"
2,30,"Generate measurement data"
2,30,"Represent data on a bar graph or circle graph"
2,30,"Analyze and solve problems with data on line plots, picture graphs, or bar graphs"
2,31,"Geometry and Spatial Relationships"
2,31,"Recognize and draw shapes with specified attributes"
2,31,"Identify triangles, quadrilaterals, pentagons, hexagons, cubes"
2,31,"Partition a rectangle into rows and columns of same size squares"
2,31,"Describe a whole as two halves, three thirds, or four fourths"
2,32,"Number and Operations"
2,32,"Read, write, count, and compare numbers up to 1,000"
2,32,"Identify a number as odd or even"
2,32,"Understand and explain place value through one thousands"
2,32,"Understand 100 as a bundle of ten tens"
2,32,"Understand 100 as referring to one hundred, 0 tens, and 0 ones"
2,32,"Skip count by twos, fives, tens, and hundreds within 1,000"
2,32,"Understand the concept of zero"
2,32,"Write numbers up to four digits in expanded form to show place value (Example: 1,234 = 1,000 + 200 + 30 + 4)"
2,32,"Mentally add 10 to or subtract 10 from any given number 100-1,000"
2,32,"Use understanding of place value and properties of operations to add and subtract"
2,32,"Add and subtract within 1,000 using models, drawings, or place value strategies"
2,32,"Estimate sums and differences with multiples of 10 or 100"
2,33,"Earth and Space Science"
2,33,"History of planet Earth"
2,33,"Changes in Earth and Earth’s surface (slow and fast)"
2,33,"Changes caused by wind and water"
2,33,"Ideas about ways to slow or prevent changes from wind and water"
2,33,"Roles, descriptions, and locations of water (including ice) on Earth’s surface"
2,33,"Formation, properties, components, and types of soil"
2,33,"Physical properties and classifications of rocks"
2,34,"Life Science"
2,34,"Biodiversity of living things in any region"
2,34,"Plant needs, parts, functions, and structures"
2,34,"Plant growth and pollination"
2,34,"Plant reproduction"
2,34,"Inherited traits in plants"
2,34,"Plant life cycles and life spans"
2,34,"Plant responses to environment"
2,35,"Physical Science
		"
2,35,"Different states of matter: solid, liquid, gas"
2,35,"Description and classification of matter by observable properties"
2,35,"Effects of temperature on matter"
2,35,"Changes in states of matter"
2,35,"Relative positions of objects"
2,35,"Forces: push and pull"
2,35,"Relationships between force and motion"
2,35,"Characteristics and effects of gravity"
2,36,"History"
2,36,"Native American tribes in various regions of North America (or indigenous peoples of home continent [Africa, Antarctica, Asia, Australia, Europe, South America, Oceania/Pacific Islands])"
2,36,"Impact of European immigrants on Native American life (or impact of European and other immigrants on indigenous peoples of home continent [Africa, Antarctica, Asia, Australia, Europe, South America, Oceania/Pacific Islands])"
2,36,"Reasons people came to America and the United States (or home country) throughout history"
2,36,"Importance of Ellis Island and Statue of Liberty"
2,36,"Current and continuing immigration to the United States (or home country)"
2,36,"Cultural influences and contributions of immigrants"
2,36,"Terms and measures of time sequence"
2,36,"Origins and significance of community, state (or provincial, territorial), and national landmarks"
2,36,"Sequencing events and using time period designations"
2,36,"Using vocabulary related to chronologyKey people, events, and developments in own community and region"
2,36,"People in the past who have influenced community developments"
2,36,"Comparison of local history to other communities or region"
2,36,"Settling of people--why and where"
2,36,"Time periods (decades, centuries, millennia)"
2,36,"Creating and interpreting timelines for past and present events"
2,36,"Key historical figures and their contributions to U.S. (home country) history"
2,36,"Major inventions and their effects"
2,36,"Local history and people"
2,36,"Effects of science and technology through history"
2,37,"Citizenship and Government"
2,37,"Needs for rules, laws, and services in a community"
2,37,"How groups solve problems and promote justice"
2,37,"Appropriate and inappropriate uses of power"
2,37,"Names and roles of some current public officials, including local leaders"
2,37,"Characteristics (and practices) of responsible citizenship"
2,37,"Reasons for and functions of government"
2,37,"Government services in the community"
2,37,"Ways groups resolve conflicts or differences"
2,37,"Elections and the voting process; participation in voting"
2,37,"Purpose and collection of taxes"
2,37,"Symbols, individuals, events, and documents that represent the United States (or home country)"
2,37,"Basic understandings of the purpose of the United States Constitution (or similar document in home country)"
2,37,"Some principles of democracy in the United Sates (or home country)"
2,37,"Rights in the United States (or home country) and guarantees of rights"
2,38,"Community and Culture"
2,38,"Elements of culture"
2,38,"Culture as a reflection of the life, beliefs, and values of the people"
2,38,"Significance of art, literature, dance, music in a culture"
2,38,"Significance of various ethnic and cultural celebrations"
2,38,"Contributions of various cultures to a society"
2,38,"Effects of science and technology on human life and culture"
2,39,"Geography"
2,39,"Relative location of home and community in state (or province or territory), nation, and world"
2,39,"Using geographic terms and tools to describe space and place"
2,39,"Using, interpreting, and creating maps (including digital) and globes"
2,39,"Using cardinal directions (north, south, east, west) to locate places"
2,39,"Physical and human features of specific communities (including own)"
2,39,"Labeling continents, oceans, North and South Poles, equator, and prime meridian"
2,39,"Location of countries and major features in home continent (Africa, Antarctica, Asia, Australia, Europe, North America, South America, Oceania/Pacific Islands)"
2,39,"Relationships between physical geography and people’s lives and activities"
2,39,"Settlement patterns and their connections to geography"
2,39,"Population density"
2,39,"Natural resources of a place, including human resources"
2,39,"Ways people can conserve and replenish natural resources"
2,39,"Urban, suburban, and rural communities"
2,40,"Economics"
2,40,"Limitation of resources leading to economic choices"
2,40,"Supply of goods and services based on consumer demands"
2,40,"National trade to exchange goods and services"
2,40,"Personal costs and benefits of saving and spending"
2,40,"Differences between producing and consuming"
2,40,"Roles of producers and consumers in production of goods and services"
2,40,"Value of work and reasons people work"
2,40,"Tracing the development of a product from a natural resource to finished product"
2,40,"Saving to reach financial goals"
2,40,"Local businesses and their goods and services"
2,40,"Identifying resources, including human resources"
2,40,"Interdependence of people, regions, and nations in economic activities"
2,41,"Technology Guide"
2,41,"Basic parts of technology systems; name computer, tablet, mouse, keyboard, printer"
2,41,"Beginning keyboard skills"
2,41,"Using available technological devices for software applications"
2,41,"Basic skills of opening, closing, saving, and storing files and programs"
2,41,"Safe, legal, and responsible use of equipment, programs, and information"
2,41,"Positive attitude toward technology for learning"
2,41,"Follow policies of home or school for appropriate use of technology"
2,41,"Explore virtual environments, simulations, models, and programs"
2,41,"Follow steps to accomplish a technological task"
2,41,"Uses of technology in daily living"
2,41,"Access and retrieve information"
2,41,"Exchange ideas and share projects with individuals or groups"
2,41,"Develop word-processing and presentation skills with text and graphics"
2,41,"Create and publish works"
2,41,"Increasing awareness of other groups and cultures through the Internet"
2,41,"Use digital tools to pursue inquiry projects"
2,41,"Evaluate and select information sources and digital tools for a task"
2,41,"Analyze, evaluate, and summarize information"
2,41,"Use digital tools for organizing, making decisions, solving problems"
3,42,"Arts Guide"
3,42,"Perform and create artistic movements and patterns"
3,42,"Identify melody, rhythm, harmony, and timbre in musical selections"
3,42,"Respond to sounds and sound patterns with body movements"
3,42,"Improvise music with classroom instruments"
3,42,"Listen, describe, and respond to a variety of music"
3,42,"Read and write patterns with musical notes"
3,42,"Identify some common musical instruments by sight and sound"
3,42,"Identify some musical forms"
3,42,"Sing age-appropriate songs with accuracy from memory"
3,42,"Improvise dramatizations of stories or ideas"
3,42,"Take part in writing scripts, designing sets, and performing group dramas"
3,42,"Create costumes and props for a performance"
3,42,"Observe patterns in nature and works of art"
3,42,"Identify and describe elements in works of visual art (line, color, texture, shapes/form, space, value)"
3,42,"Create original works of visual art in various media and dimensions"
3,42,"Express observations, ideas, or feelings through music, drama, or visual art"
3,42,"Identify and discuss some well-known works of dance, drama, music, or visual arts and some artists, actors, writers, musicians, choreographers, or composers"
3,42,"Analyze a variety of works of dance, music, drama, and visual arts"
3,42,"Learn and use vocabulary of dance, music, drama, and visual arts"
3,42,"Describe techniques for a given form of art"
3,42,"Compare and contrast two works of art"
3,42,"Understand how culture affects art and how art reflects culture"
3,42,"Demonstrate appropriate audience skills for live artistic performances"
3,43,"Health and Safety Guide"
3,43,"Concept and examples of health choices and their consequences"
3,43,"Influences on health choices (peers, media, family, community, culture)"
3,43,"Elements of and reasons for good personal hygiene"
3,43,"Types of nutrients and healthy choices for food"
3,43,"Regular participation in active play and other physical activities (contingent on any physical or other limitations)"
3,43,"Reasons to get enough sleep and relaxation"
3,43,"Strategies for a personal health plan"
3,43,"Safety rules for daily and recreational activities (walking, being near streets, water play, riding in a car, biking, etc.)"
3,43,"Ways to prevent common childhood injuries (including poisoning)"
3,43,"Basic structures and functions of the human body"
3,43,"Symptoms of common illnesses; causes of diseases"
3,43,"Ways body defends against germs"
3,43,"Measures to prevent spread of disease"
3,43,"Practicing procedures for response to emergencies, including using telephone"
3,43,"Getting out of house or school in event of fire"
3,43,"Appropriate skills to identify, avoid, and cope with potentially dangerous situations"
3,43,"Identify safe behaviors around strangers"
3,43,"Harmful effects of tobacco, alcohol, and drugs on health"
3,43,"Understanding of human development and changes"
3,43,"Development of self-confidence and self-esteem"
3,43,"Respect and consideration for all individuals"
3,43,"Ways to identify, express, and manage feelings appropriately"
3,43,"Positive social practices with peers, in home, and community"
3,43,"Differences between tattling and reporting"
3,43,"Bullying, alternative behaviors to bullying, and appropriate responses to bullying"
3,43,"Strategies for resolving conflicts with peers and others"
3,43,"Skills for meeting people, making friends, and being a good friend"
3,43,"Getting personal support from family; communication with family"
3,43,"How and where to get help in making health decisions"
3,44,"Reading Literature and Informational Text"
3,44,"Identify main topic, idea, lesson, moral, or argument in grade-level text"
3,44,"Show understanding of key details in a text"
3,44,"Identify text evidence to support the author’s message or reader’s responses"
3,44,"Retell stories, including tales from diverse cultures"
